감정_대분류,사람문장
상처,윗집에 오늘 담근 김치를 가져다 주었는데 김치를 싫어한다며 거절해서 상처를 받았어.가져다 주면 좋아할 거라는 당연한 생각을 하고 가져다 주었는데 말이야.이유를 한 번 물어봐야겠어. 다음 번에는 좋아하는 음식을 만들어서 보내주어야겠어.
슬픔,디스크가 심해져서 아무 데도 못 가겠어. 가까운 노인정도 힘들어.노인정에도 못 가고 하루 종일 텔레비전을 볼 생각하니 지루해.유재석이 나오는 프로그램이 조금 재미있던데 그 프로그램을 다시 봐야겠어.
당황,병원 정수기에 얼음이 안 나와서 이것저것 시도하다가 고장을 냈어. 근데 간호사한테 말하지 않고 병실로 돌아왔어.우리 집 사정이 안 좋은데 병원 정수기를 물어내라고 할까봐 걱정이야.그래도 사실대로 말하려고 해. 죄책감이 들어서 정수기를 사용 못하겠어.
불안,다음 달에 하나밖에 없는 조카가 유학을 간대. 기쁘면서도 마음이 초조해.하나밖에 없는 조카라 고모 된 입장으로 학비를 보태주고 싶어. 그런데 수중에 돈이 너무 없네. 정말 사랑하는 조카라 그냥 보낼 수가 없네. 적금이라도 깨야겠어.
슬픔,주변 사람들 축하 자리 때문에 너무 슬퍼.주변 사람들의 축하 자리는 돈 나갈 일만 생길 뿐이라서 가고 싶지 않아.그래도 주변 사람들의 축하 자리를 안 갈 수는 없으니 돈 생각은 하지 않는 게 좋겠어.
불안,마흔이 넘은 윗집 총각이 아직 장가를 못 간 것이 신경이 쓰여.그 총각이 오랫동안 부모님을 모시고 살면서 결혼할 시기를 놓친 것 같아 안타까운 느낌이 들어.이웃집 총각에게 좋은 사람을 소개해줘야겠어.
슬픔,난 오래 살고 싶은데 자식들이 나를 지겨워하는 것 같아.열심히 키워줬는데 나를 지겨워한다고 생각하면 정말 상처야.자식들이 나를 지겨워하는 게 아니라고 긍정적으로 생각을 바꿔야겠어.
분노,친구가 보증을 서달라고 성가시게 구네.아니. 친구 마음 상하지 않게 거절하려고.
불안,황 영감 말만 믿고 땅을 덜컥 샀던 것이 실수였어. 재정상태가 위태로워져서 불안해.땅을 덜컥 사버린 나 자신이 바보 같고 한심해. 너무 당황스럽고 이 상황을 회피하고 싶어.모르겠어. 시간을 되돌릴 순 없을까.
기쁨,앞으로 남은 생이 얼마 안 남은 것 같아. 하지만 이 정도 살았으면 충분한 것 같아서 후회는 없어.수의도 사놨고 재산도 정리하고 있어. 자식들한테 남길 유언장도 미리 써놨어.
분노,내가 죽을때가 다 되니까 자식들이 벌써 재산상속으로 싸우는데 어이가 없더라.아니 싸울거면 안 보이는데서 싸우든가 대놓고 하니까 다 싫어지더라고.
슬픔,내 친구가 죽었는데 장례식장을 못간게 후회되고 슬프네.내일 친구 집에가서 유품 정리 도와주려고 해.
상처,내 질환에 대해 주위 사람들에게 말했는데 다들 알아보지 않아서 슬프네.내가 오래 앓아오던 질환인데 다들 관심을 가지고 신경 써 주었으면 좋겠어.갑자기 이야기를 해서 그럴 수도 있을 것 같으니 지속적으로 얘기해야겠어.
기쁨,요새 너무 감사해.친구가 노후자금을 마련해줬어.
기쁨,컴퓨터를 어렵게 배웠는데 이젠 주변 노인들한테 알려줄 수 있게 돼서 아주 기뻐.응. 누군가를 돕는 일이 참 기분이 좋아.응. 이제 더 어려운 것도 배워서 주위 사람들한테 더 많이 도와줘야지.
상처,나 오늘 열 받았어 친구한테 투자했는데 법원에 파산 신청했다는 거야.노후자금을 다 빌려줬는데 사업이 잘되지 않아서 어쩔 수 없이 파산했다는 거야.법원으로부터 파산 서류가 왔는데 채권 신고하라는데 알아보니 거의 회수하지 못한다는 거야. 
당황,친구의 아프단 소식을 듣고 바로 연락 안하고 미루다가 오늘 부고 소식을 들었어.그때 연락했을 때 얼굴이라도 봤어야 했는데 후회돼.늦었긴 했지만 지금이라도 친구 얼굴 보러 가야겠어.
기쁨,병원 갔더니 약을 좀 줄여도 되겠다 하네.그렇지. 좋아졌다는 얘기를 듣는 데 너무 기쁘더라.앞으로도 더 좋아질 수 있게 약 잘 챙겨먹고 운동도 열심히 해야지.
불안,친구가 병원비로 쓸 돈이 없다고 천만 원을 빌려 달라는데 나도 병원비 때문에 돈이 급해서 고민돼.오늘 말해줘야 하는데 어떻게 말해야 할지 고민 중이야.그냥 솔직하게 내 사정을 말해봐야겠어.
슬픔,요새 직장 괴롭힘 때문에 너무 힘들어.심리 상담을 받고 있는데도 여전히 많이 힘들어.그나마 희미하게 남아있는 기억을 잃지 않도록 돌봐 주어야지.
불안,아랫집 사람 때문에 너무 스트레스받아.밤에 우리 때문에 시끄럽다면서 항의를 하잖아. 그 시간에는 우리는 다 자고 있는데.계약 기간도 얼마 안 남았으니 이참에 이사하려고. 대화로는 해결이 안 될 것 같아.
당황,백내장 때문에 선글라스를 끼고 다니는데 추석 때 손자들이 오면 선글라스를 벗어달라고 졸라 당황스러워.이번에도 그럴 것 같은데 어떻게 해야 할지 고민 중이야.일단 최대한 장난치면서 자연스레 넘어가 보려 해야겠어.
불안,운영하는 가게 매출이 점점 떨어져서 고민이야.당장 이번 달 월세는 어떻게 내야 할지 걱정이야.아내와 상의해서 홍보 전단이라도 만들어야 할 것 같아.우리 가게를 아는 사람이 더 늘어나서 매출이 회복되면 좋겠어.
분노,오늘 수술 경과를 확인하러 병원에 가야 하는데 나를 데려다 줄 사람이 아무도 없어 서글퍼.여태 뭐하며 살았는지 몰라. 가족도 없고 친구도 없고 내가 잘못 산 거 같아서 스스로에게 화가 나.복지사에게 전화를 해야 할 것 같아. 친절하게 도움을 주는 사람이라 전화하면 분명 기분 좋게 도와줄 거야.
분노,일이 구해지지 않아서 지금 가지고 있는 부동산을 팔아야 할 것 같아. 너무 울분이 터져.사실 아들이 내 돈을 끌어 사업을 했다가 망하는 바람에 내가 이 지경이 됐어. 화가 나.모르겠어. 부동산을 파는 게 나을지 경제 지식이 있는 친구에게 상담을 해봐야겠어.
기쁨,이 은행은 예금 이자가 높아서 다른 은행보다 거래하기가 즐거워.이자만 높으면 위험할 수 있는데 오랫동안 사고가 없어서 더 신뢰가 가지.이왕이면 다홍치마라고 내 돈에 더 많은 이자를 받으면 아주 즐겁거든.여기서 더 바라면 욕심이지 뭐. 지금처럼만 쭉 유지했으면 좋겠어.
상처,최근에 집에 전기가 끊겼어. 전기세를 낼 돈이 부족하여 너무 슬프다네.그전에도 하루 벌어서 살았지만 몸이 안 좋아지면서 일을 할 수 없게 되어 수입이 없어.일단 자식들에게 양해를 구하여 돈을 빌려서 지금 상황을 해결해야겠네.
슬픔,안마의자 강도를 세게 했더니 다음날 허리가 안 움직여서 병원에 갔어.병원에서 치료를 오래 받아야 한대서 무척 우울해.병원에서 치료를 열심히 받고 나아야겠어.
슬픔,어릴 때는 몰랐는데 내가 늙고 아프니 이제서야 부모님이 그때 왜 그렇게 말씀하셨는지 알겠어.그때 조금 더 귀 기울여 들어드릴 걸 그랬나 봐. 이제야 후회가 많이 남아.부모님과 더 많은 대화를 하려고 노력하고 있어.
상처,불우한 노인을 위한 노인요양원을 직접 알아보려니 서글퍼.돈이 없으니까 싸고 노후화된 요양원밖에 갈 수 없다는 사실이 슬프네. 돈 좀 모아둘 걸.요양 병원에서 근무하는 친구가 알 수 있으려나? 그 친구에게 물어봐야겠다.
슬픔,요즘 암 치료를 받느라 힘이 드네. 가족들이 응원해주는데 이겨 낼 수 있을 것 같지가 않아.뭘 해도 기운이 없고 무기력증에 우울증에 슬프네.병원도 항상 같이 가주고 요리도 해주고 최대한 내 기분을 맞춰주려 신경 써주곤 해.
상처,어제 처음 노인복지센터에 갔는데 아무와도 못 친해져서 온종일 우울했어.새로 이사 온 동네에 아는 사람이 없어서 친구를 만들려고 갔는데 실패해서 슬펐어.어제는 성공하지 못했지만 앞으로도 자주 노인복지센터에 가서 노력해야겠어.
기쁨,치료가 시급해서 돈을 빌리러 다니고 있었는데 손자가 돈을 줘서 너무 기뻐.손자에게 자그마한 것이라도 해주고 싶네.사고 싶어 했던 신발을 나 때문에 못 사서 내가 대신 사주고 싶어.
불안,요즘따라 두통이 더 심화됐어 이러다 죽는건 아닐까?육십살 이상이 되니까 질병들이 생겨서 힘들다.약 복용하는 것 밖에 없지 뭐.
불안,요즘 사람들은 노인을 잘 안 도와줘. 대가를 바랄 뿐이야.맞아. 요즘 시대가 달라진 건지 내가 예민한 건지 모르겠어.아랫집 할머니와 이런 사회에 대해 대화를 나누고 싶어.
분노,아직 살 날도 많이 남았는데 모아 둔 돈이 없어 걱정이야.왜 자식들에게만 투자하고 나 자신을 위해 투자하지 못했던 걸까?지금이라도 적금을 들어 조금이라도 모아 볼래.
분노,매일 일수를 찾으러 다녀야 돼서 귀찮아.매일 같이 찾으러 다니는 게 다리도 아프고 너무 힘들어.하지만 아무리 생각해도 어쩔 수가 없는 일이야. 답이 없어.
분노,돈에 대해 방어적인 태도를 가지려고.무조건 쓰는 건 안 좋은 것 같아.저축도 하면서 내 돈을 지켜야지.
상처,투석 치료받는 게 너무 고통스러워.평생 받아야 하니까 더 힘들게 느껴져. 그냥 죽고 싶은 심정이야.
불안,고혈압 검진받으러 병원을 갔는데 갑자기 담당 의사가 변경되었대.응. 말도 없이 갑자기 이래도 되는거야?내 담당 의사에게 만족감이 컸는데 바뀐 의사는 어떨지 걱정이야.
기쁨,십 년 전에 투자한 주식이 많이 올라 너무 좋아.바이오 쪽인데 노후자금으로 투자했어.
분노,지나가는 청년들이 오래 사는 노인이 죄라고 말했어. 너무 속상하고 화가 치밀어.내가 허리가 굽어서 빨리 걷지 못하지만 병드는 건 자연의 이치잖아. 속상하네.지금 물리치료를 받으러 가는 길이니 병원이나 가야지.
분노,내가 아플 때는 오지도 않더니 유언장을 쓸 때가 되니 자식들이 찾아오네. 어이가 없어.정말 화가 난다. 어떻게 엄마를 돈으로만 볼 수가 있지.내가 고생했고 외로웠다는 걸 오늘 말해줘야겠어.
기쁨,인공 달팽이관 수술을 하고나서 아내가 하는 말을 모두 알아들을 수 있어 너무 기뻐.잘들을 수 있으니까 이제는 아내가 하는 말을 모두 기억하고 싶어.아내가 하는 말을 직접 듣고 메모해 둘 거야.
슬픔,병원에서 오래 살 수 없을 것 같다고 들었어.나 혼자 걱정하니 마음이 답답해.친구한테라도 이 이야기를 하면 마음이 편해질 것 같아.
기쁨,천식 치료제 없이도 생활 할 수 있게 되어서 정말 기뻐.천식은 평생을 약을 먹으면서 관리 해야 하는데 꿈만 같아.규칙적인 생활과 식단에 신경 써야지.
당황,비싼 옷을 사긴 했는데 이렇게 카드값이 많이 나왔다니. 거의 한 달 식비인데 앞으로 뭐 먹고 살지. 
기쁨,난 노인정 사람들을 믿어.나를 항상 도와줘.
분노,옆집 노인네가 나를 너무 괴롭혀서 화가 나서 노인네 가방 속의 돈을 훔쳤어.아직 저 사람은 돈이 사라진지도 모르는 것 같아.그래도 이건 아닌 것 같아. 몰래 다시 제자리에 돌려놔야겠어.
분노,돈 상태에 화가 나.벌어도 돈이 안 모여.
상처,아들이 내 폐암 치료비를 내주지 못해서 미안하다고 눈물을 보였어. 마음이 아파.아빠가 되서 아들한테 해준 것도 없고 짐만 남겨주는 것 같아서 미안해.아들에게 괜찮다고 위로해주고 내가 치료비를 구해보는 것이 가장 좋은 방법 같아.어렸을 때 부터 친하게 지내던 친구들에게 도움을 요청하려고.
슬픔,어렸을 때 앓아온 소아비만이 늙어서도 이렇게 날 힘들게 할 줄은 몰랐어.응. 아직도 나는 주사를 맞아야 하니까.
슬픔,이제 정기적으로 건강검진받는 일이 귀찮아.맞아. 맨날 비슷한 결과가 나오니깐 무슨 의미가 있나 싶기도 하고.그래도 겉으로 드러나지 않는 병이 있을 수 있으니 정기적으로 건강검진을 받아야겠어.막연한 건강 걱정도 줄고 미리 질병을 예방하기도 쉽겠지.
불안,김 씨가 내가 먹는 건강식품마다 알려달라고 귀찮게 해서 스트레스 받아.내가 영양제를 먹거나 몸에 좋은 가루를 먹으면 다 알려달라고 매번 물어봐서 짜증나.김 씨와 함께 있을 때에는 최대한 건강식품 먹는 이야기를 하지 않는 게 좋을 것 같아.
분노,술자리는 나한텐 너무 힘들어.회식이 잦으니까 더 힘든 것 같아.사실 술을 안 먹을 수 있는데 괜히 말을 못 꺼냈어. 다음부터는 음료나 물을 마셔야겠어.
당황,남편이 아파서 간호하느라 힘든데 나도 안 좋은 진단을 받았어. 앞으로 병원비가 걱정이야.그래서 어디에 도움을 구하면 좋을지 고민이야.아무래도 딸과 아들에게 이 사실을 알리는 게 좋겠지. 이제는 도움을 받아야 할 것 같아.
